game_id,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
45,Marvel's Avengers,https://www.imdb.com/title/tt6468680/?ref_=adv_li_tt,2020.0,T,6.3,2467.0,"A catastrophic accident results in massive devastation. Blamed for the tragedy, the Avengers disband. Five years later, with all super heroes outlawed and the world in peril, the only hope is to reassemble Earth's Mightiest Heroes.",1,1,0,0,0,1,0,0,0
46,Assassin's Creed: Odyssey,https://www.imdb.com/title/tt8545606/?ref_=adv_li_tt,2018.0,M,8.5,7034.0,"Set in 431 BC during the Pelopenesian War, play as either a male or female mercenary as you embark on your own epic odyssey to become a legendary Spartan hero in a world where every choice matters.",1,1,0,0,0,1,0,0,0
47,Far Cry 5,https://www.imdb.com/title/tt6967966/?ref_=adv_li_tt,2018.0,M,7.9,6880.0,"A deputy is sent to the town of Hope County to arrest Joseph Seed, a corrupt evangelical religious leader who rules the town with the help of his disturbed followers.",1,1,0,1,0,0,0,0,0
48,Resident Evil Village,https://www.imdb.com/title/tt12497042/?ref_=adv_li_tt,2021.0,M,8.7,4707.0,Ethan Winters' world suddenly comes crashing down when Chris Redfield's appearance sets off a chain of events that ultimately leads him to a mysterious village.,1,1,0,0,0,0,0,0,0
49,L.A. Noire,https://www.imdb.com/title/tt1764429/?ref_=adv_li_tt,2011.0,M,8.7,15448.0,"Cole Phelps, a war hero and rookie cop, moves up the ranks and solves dark cases in 1940s Los Angeles.",1,0,0,1,0,0,0,0,0
50,Fortnite,https://www.imdb.com/title/tt8020008/?ref_=adv_li_tt,2017.0,T,4.9,6609.0,"A cooperative shooter-survival game for up to four players to fight off zombie-like husks, defend objects with fortifications you can build, and a battle royale mode where up to 100 players fight to be the last person standing.",1,1,1,0,0,0,0,0,0
51,The Dark Pictures: House of Ashes,https://www.imdb.com/title/tt13368198/?ref_=adv_li_tt,2021.0,M,7.7,1063.0,"A group of American marines comes across an underground nest of pure, ancient evil while trekking through the Arabian desert.",1,1,0,0,0,0,0,0,0
52,Mortal Kombat 11,https://www.imdb.com/title/tt9398566/?ref_=adv_li_tt,2019.0,M,7.8,3493.0,"When a time lord starts merging past with the present, versions of heroes from both Mortal Kombat timelines must unite to right past wrongs and save the world.",1,1,0,0,0,1,0,0,0
53,Batman: Arkham Asylum,https://www.imdb.com/title/tt1282022/?ref_=adv_li_tt,2009.0,T,9.2,27584.0,You control Batman as he fights to subdue The Joker and his fellow inmates when they seize control of the Asylum on Arkham Island.,1,1,0,1,0,0,0,0,0
54,Lego Star Wars: The Skywalker Saga,https://www.imdb.com/title/tt10461542/?ref_=adv_li_tt,2022.0,E10+,9.0,1627.0,Play through all nine Star Wars films in a LEGO Game of epic proportions.,1,1,1,0,0,0,0,0,0
55,Assassin's Creed IV: Black Flag,https://www.imdb.com/title/tt2739708/?ref_=adv_li_tt,2013.0,M,8.7,16919.0,"A video game where you play as sailor, privateer and assassin Edward Kenway exploring on and around the islands in the Caribbean Sea during the early 17th century.",1,1,0,0,0,0,0,0,0
56,Uncharted: The Lost Legacy,https://www.imdb.com/title/tt6304452/?ref_=adv_li_tt,2017.0,T,8.5,7173.0,"Chloe returns in The Lost Legacy on the hunt for an ancient Indian artifact, the fabled Tusk of Ganesh. To help uncover the Tusk and keep it out of the hands of a ruthless warmonger, she enlists the help of mercenary Nadine Ross.",1,1,0,0,0,0,1,0,0
57,Injustice 2,https://www.imdb.com/title/tt5769154/?ref_=adv_li_tt,2017.0,T,8.5,3939.0,"Following the end of Superman's totalitarian reign over the Earth, Batman and his allies attempt to piece the world back together only to be faced with a new threat that will cause them to do the unthinkable.",1,1,0,0,0,1,0,0,0
58,Predator: Hunting Grounds,https://www.imdb.com/title/tt10437042/?ref_=adv_li_tt,2020.0,M,6.1,288.0,Survive the Predator's hunt or hunt down a fire-team.,1,1,0,0,0,0,0,0,0
59,Uncharted 3: Drake's Deception,https://www.imdb.com/title/tt1800763/?ref_=adv_li_tt,2011.0,T,9.0,21974.0,"Treasure hunter Nathan Drake embarks on a quest in search of the Atlantis of the Sands while battling an ancient, sinister organization.",1,1,0,0,0,1,0,0,0
60,Mass Effect,https://www.imdb.com/title/tt1073668/?ref_=adv_li_tt,2007.0,M,9.1,18158.0,"In a technologically advanced future, an elite human soldier takes command of a prototype star ship and works to defend the galaxy from danger.",1,1,0,0,0,0,0,0,0
61,Assassin's Creed II,https://www.imdb.com/title/tt1201133/?ref_=adv_li_tt,2009.0,M,9.1,23066.0,"Desmond Miles is trained to become a modern-day Assassin through the resurrected memories of ancestor Ezio Auditore da Firenze, who uncovers a massive Templar conspiracy in Renaissance Italy leading to the new Pope.",1,1,0,0,0,0,0,1,0
62,Mass Effect 2,https://www.imdb.com/title/tt1540125/?ref_=adv_li_tt,2010.0,M,9.5,19912.0,"After being revived from death and having to join a pro-human organization without a choice, Commander Shepard must assemble a team, battle a new threat, and make tough choices in order to save the galaxy from total annihilation once more.",1,1,0,0,0,0,0,0,0
63,Metal Gear Solid V: The Phantom Pain,https://www.imdb.com/title/tt2370518/?ref_=adv_li_tt,2015.0,M,8.8,7477.0,"After awakening from a nine year coma, Big Boss forms a new mercenary group called, Diamond Dogs, and teams up with his former rival, Ocelot, to track down the men responsible for the destruction of MSF.",1,1,0,0,0,0,0,0,0
64,Apex Legends,https://www.imdb.com/title/tt9730966/?ref_=adv_li_tt,2019.0,T,7.4,2804.0,Master an ever-growing roster of legendary characters with powerful abilities and experience strategic squad play and innovative gameplay in the next evolution of Hero Shooter and Battle Royale.,1,1,0,0,0,0,0,1,0
65,Forspoken,https://www.imdb.com/title/tt12497068/?ref_=adv_li_tt,2023.0,M,7.2,0.0,A young woman named Frey Holland awakens in the land of Athia and must embark on an adventure and endure treacherous trials to uncover the mystery the land hides.,1,1,0,0,0,1,0,0,0
66,Tomb Raider,https://www.imdb.com/title/tt1797530/?ref_=adv_li_tt,2013.0,M,8.8,18376.0,"Armed with only the raw instincts and physical ability, experience Lara Croft's intense origin story from a young woman to a hardened survivor.",1,1,0,0,0,1,0,0,0
67,Ghost Recon: Wildlands,https://www.imdb.com/title/tt6528196/?ref_=adv_li_tt,2017.0,M,7.6,1788.0,"Bolivia 2019, the Santa Blanca Cartel has gained too much power. ""The Ghosts"" are sent in to get rid of them.",1,1,0,1,0,0,0,0,0
68,Dying Light 2: Stay Human,https://www.imdb.com/title/tt8545514/?ref_=adv_li_tt,2022.0,M,7.9,1021.0,"Fifteen years after the virus in Harran, the infected world is plunged into a modern dark age, where players deal with bandits and factions during the day and the infected at night.",1,1,0,0,0,0,0,0,0
69,Kingdom Hearts III,https://www.imdb.com/title/tt2973418/?ref_=adv_li_tt,2019.0,E10+,8.2,2066.0,"Believing light and darkness must remain in balance, Master Xehanort seeks to spark war against the ""tyranny of light"" to restore equilibrium.",1,1,0,0,1,0,0,0,0
70,Saints Row: The Third,https://www.imdb.com/title/tt2124034/?ref_=adv_li_tt,2011.0,M,8.1,6103.0,"After the Saints have transformed from a small town street gang to pop culture giants, they decide to take over another city called Steelport.",1,0,1,1,0,0,0,0,0
71,Cuphead,https://www.imdb.com/title/tt4779924/?ref_=adv_li_tt,2017.0,E,8.6,2720.0,An anthropomorphic cup embarks on a journey and fights a series of bosses to repay a debt to the devil.,1,1,0,0,0,0,0,0,0
72,Poppy Playtime,https://www.imdb.com/title/tt15764858/?ref_=adv_li_tt,2021.0,T,6.9,489.0,"In this horror/puzzle adventure, You must survive the vengeful toys waiting for you in the abandoned toy factory, Use your GrabPack and Explore the mysterious facility.. and don't get caught.",1,1,0,0,0,0,0,0,0
73,Control,https://www.imdb.com/title/tt8585800/?ref_=adv_li_tt,2019.0,M,8.1,3708.0,"You are Jesse Faden, a young woman with a troubled past. You become the new Director of the Bureau of Control - Our frontline in researching and fighting against supernatural enemies like the Hiss threatening our very existence.",1,1,0,0,0,0,0,0,0
74,Assassin's Creed: Origins,https://www.imdb.com/title/tt7025920/?ref_=adv_li_tt,2017.0,M,8.5,7831.0,"A prequel to the Assassin's Creed Franchise set in Egypt from 48 BC where Bayek, a Medjay, begins the foundation of the Assassin's Brotherhood.",1,1,0,0,0,1,0,0,0
75,Spider-Man 2,https://www.imdb.com/title/tt15399898/?ref_=adv_li_tt,2023.0,T,7.2,0.0,"Plot unknown. A sequel to the 2018 game ""Spider-Man"".",1,1,0,1,0,0,0,0,0
76,God of War III,https://www.imdb.com/title/tt1199781/?ref_=adv_li_tt,2010.0,M,9.1,10355.0,"Armed with his deadly double-chained blades, Kratos must take on Greek mythology's darkest creatures to destroy Olympus and the mighty Zeus himself.",1,1,0,0,0,1,0,0,0
77,Call of Duty: Black Ops,https://www.imdb.com/title/tt1632479/?ref_=adv_li_tt,2010.0,M,8.3,19173.0,"Former Marine Captain and CIA operative Alex Mason, upon interrogation by an unknown party, recounts his violent experiences with the Bay of Pigs, a radical Soviet conspiracy, and the Vietnam war.",1,0,0,0,0,0,0,0,1
78,Batman: Arkham Origins,https://www.imdb.com/title/tt2842418/?ref_=adv_li_tt,2013.0,T,8.2,13655.0,"Years before the Arkham incidents, the neophyte Dark Knight finds himself the target of an open murder contract courtesy of Black Mask that draws eight of the world's deadliest assassins and a new criminal named The Joker.",1,1,0,1,0,0,0,0,0
79,Mass Effect 3,https://www.imdb.com/title/tt1839558/?ref_=adv_li_tt,2012.0,M,9.1,15572.0,"Earth is under attack by a monstrous race of gigantic living ships known as the Reapers. Even if Commander Shepard could unite all surviving species in the galaxy, only a miracle could save them. Then again, Shepard did come back from the dead.",1,1,0,0,0,0,0,1,0
80,Mass Effect: Legendary Edition,https://www.imdb.com/title/tt14849728/?ref_=adv_li_tt,2021.0,M,9.7,1583.0,A compilation of the first three Mass Effect games.,1,1,0,0,0,0,0,1,0
81,Call of Duty: Modern Warfare 2,https://www.imdb.com/title/tt1450746/?ref_=adv_li_tt,2009.0,M,8.8,23450.0,"A massacre at a Russian airport leads to a war between Russia and the United States. Meanwhile, a Task Force is sent to find the perpetrators and bring the bloodshed to an end.",1,0,0,0,0,0,0,0,1
82,Call of Duty: Vanguard,https://www.imdb.com/title/tt15261812/?ref_=adv_li_tt,2021.0,M,6.0,1157.0,"Dogfight over the Pacific, airdrop over France, defend Stalingrad with a sniper's precision and blast through advancing forces in North Africa.",1,0,0,0,0,0,0,0,0
83,Gotham Knights,https://www.imdb.com/title/tt12948838/?ref_=adv_li_tt,2022.0,T,7.2,0.0,"Batman is dead. A new expansive, criminal underworld has swept the streets of Gotham City. It is now up to the Batman Family; Batgirl, Nightwing, Red Hood, and Robin; to protect Gotham.",1,1,0,1,0,0,0,0,0
84,Destiny 2,https://www.imdb.com/title/tt6721356/?ref_=adv_li_tt,2017.0,T,7.6,3165.0,"Humanity's last safe city has fallen to an overwhelming invasion force, led by Ghaul, the imposing commander of the brutal Red Legion. He has stripped the city's Guardians of their power, and forced the survivors to flee.",1,1,0,0,0,1,0,0,0
85,Minecraft,https://www.imdb.com/title/tt2011970/?ref_=adv_li_tt,2009.0,E10+,8.5,10880.0,"Welcome to the world of Minecraft where you can build, brew potions, enchant your armor and tools and adventure other biomes. Visit the Nether, or even defeat the Ender Dragon in the End.",1,1,0,0,1,0,0,0,0
86,Resident Evil VII: Biohazard,https://www.imdb.com/title/tt3569570/?ref_=adv_li_tt,2017.0,M,8.6,7633.0,An ordinary man must embark on a search to find his missing wife that leads him to an abandoned house where a mysterious family lives who harbor an evil secret within the house and themselves.,1,0,0,0,0,0,0,0,0
87,Assassin's Creed III,https://www.imdb.com/title/tt2175563/?ref_=adv_li_tt,2012.0,M,8.0,16911.0,"The American Colonies, 1775. It's a time of civil unrest and political upheaval in the Americas. As a Native American fights to protect his land and his people, he will ignite the flames of a young nation's revolution.",1,1,0,0,0,0,0,0,0
88,Mafia: Definitive Edition,https://www.imdb.com/title/tt12354406/?ref_=adv_li_tt,2020.0,M,8.3,2442.0,The game follows Thomas Angelo where his life as a hard-working taxi driver is forever changed after a fateful run-in with the Italian Mafia.,1,1,0,1,0,0,0,0,0
89,Far Cry 4,https://www.imdb.com/title/tt3742988/?ref_=adv_li_tt,2014.0,M,8.1,9674.0,"To fulfil his mother's dying wish, Ajay Ghale travels to Kyrat to scatter her ashes. Before he can accomplish this, though, he must end a civil war between the Golden Path and Min's forces.",1,1,0,0,0,0,0,0,0
90,Suicide Squad: Kill the Justice League,https://www.imdb.com/title/tt12892300/?ref_=adv_li_tt,2023.0,T,7.2,0.0,The most dangerous villains in the DC Universe have been forced to team up and take on a new mission: Kill the Justice League.,1,1,1,0,0,0,0,0,0
91,Metal Gear Rising: Revengeance,https://www.imdb.com/title/tt1602611/?ref_=adv_li_tt,2013.0,M,7.7,2363.0,"In the year 2018, cybernetic soldier Raiden goes on a mission to stop a terrorist organization from starting a war for financial gain.",1,1,0,0,0,0,0,1,0
92,Call of Duty: WWII,https://www.imdb.com/title/tt6824658/?ref_=adv_li_tt,2017.0,M,7.8,6300.0,You play various American servicemen and their allies in World War II as the Western Allies fight their way through Europe during and after the invasion of Normandy.,1,0,0,0,0,0,0,0,0
93,Resident Evil 4,https://www.imdb.com/title/tt0397042/?ref_=adv_li_tt,2005.0,M,9.2,13129.0,"Six years after the events in Raccoon City, Leon Kennedy, now a federal agent, is sent to a rural part of Spain to rescue the U.S. President's kidnapped daughter, Ashley Graham from a sinister cult.",1,1,0,0,0,1,0,0,0
94,God of War,https://www.imdb.com/title/tt0416779/?ref_=adv_li_tt,2005.0,M,9.1,10150.0,"After 10 years of endless nightmares and servitude to the gods of Olympus, Kratos is assigned with a final task, to kill Ares, the God of War.",1,1,0,0,0,1,0,0,0
95,Saints Row IV,https://www.imdb.com/title/tt2971572/?ref_=adv_li_tt,2013.0,M,7.8,4157.0,Play as your own customized President of United States of America and fight for an Alien invasion that nobody saw coming.,1,1,1,0,0,0,0,0,0
96,Call of Duty: Modern Warfare II,https://www.imdb.com/title/tt20765060/?ref_=adv_li_tt,2022.0,Not Rated,7.2,0.0,A sequel to 2019's modern warfare,1,0,0,0,0,0,0,0,0
97,Resident Evil 2,https://www.imdb.com/title/tt7826034/?ref_=adv_li_tt,2019.0,M,9.1,7029.0,"Re-imagining of Resident Evil 2 (1998), with a third-person over-the-shoulder view, new details, rearranged and new areas, no more loading screen doors, new puzzle solving opportunities, a gunpowder crafting mechanic and more.",1,0,0,0,0,0,0,1,0
98,Resident Evil 4,https://www.imdb.com/title/tt21047286/?ref_=adv_li_tt,2023.0,M,7.2,0.0,Remake of the 2005 game Resident Evil 4.,1,1,0,0,0,1,0,0,0
99,Grand Theft Auto III,https://www.imdb.com/title/tt0277723/?ref_=adv_li_tt,2001.0,M,8.7,15703.0,"A young bank robber escapes from police custody and works his way up through the mafia ladder of crime-ridden Liberty City, USA.",1,0,0,1,0,0,0,0,0
100,Star Wars Jedi: Survivor,https://www.imdb.com/title/tt20672830/?ref_=adv_li_tt,2023.0,T,7.2,0.0,Add a Plot,1,1,0,0,0,0,0,0,0
101,BioShock Infinite,https://www.imdb.com/title/tt1712064/?ref_=adv_li_tt,2013.0,M,9.1,20162.0,"A man is sent to the flying city of Columbia to find a missing girl. However, upon arrival he discovers that the city, its people, and his objective are all not what they seem.",1,1,0,0,0,0,0,0,0
